,checking_account,duration,credit_history,credit_amount,saving_account,employment,installment_rete,sex,residence,property,age,credit,job,people,telephone,foreign_work,label,purpose_car,purpose_others,purpose_radio/TV,debtors_co-applicant,debtors_guarantors,debtors_none,installment_plans_bank,installment_plans_none,installment_plans_stores,housing_for free,housing_own,housing_rent
678,1,24,2,2384,1,4,4,0,4,0,64,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
679,0,18,2,1453,1,1,3,1,1,0,26,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
680,0,6,2,1538,1,1,1,1,2,4,56,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
681,0,12,2,2279,0,2,4,0,4,4,37,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
682,0,15,3,1478,1,2,4,0,3,0,33,2,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
683,0,24,4,5103,1,1,3,0,3,4,47,3,2,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
684,2,36,3,9857,2,3,1,0,3,1,31,2,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
685,0,60,2,6527,0,2,4,0,4,4,34,1,2,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
686,3,10,4,1347,0,3,4,0,2,1,27,2,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
687,2,36,3,2862,2,4,4,0,3,4,30,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
688,0,9,2,2753,2,4,3,0,4,2,35,1,2,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
689,1,12,2,3651,4,2,1,0,3,1,31,1,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
690,1,15,4,975,1,2,2,0,3,1,25,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
691,2,15,2,2631,2,2,3,1,2,0,25,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
692,2,24,2,2896,2,1,2,0,1,2,29,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
693,1,6,4,4716,0,1,1,0,3,0,44,2,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
694,0,24,2,2284,1,3,4,0,2,2,28,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
695,0,6,2,1236,3,2,2,0,4,1,50,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
696,2,12,2,1103,1,3,4,0,3,0,29,2,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
697,0,12,4,926,1,0,1,1,2,1,38,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
698,0,18,4,1800,1,2,4,0,2,2,24,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
699,3,15,2,1905,1,4,4,0,4,2,40,1,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
700,0,12,2,1123,3,2,4,1,4,2,29,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
701,1,48,4,6331,1,4,4,0,4,4,46,2,2,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
702,3,24,2,1377,2,4,4,1,2,4,47,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
703,2,30,3,2503,2,4,4,0,2,1,41,2,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
704,2,27,2,2528,1,1,4,1,1,1,32,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
705,0,15,2,5324,3,4,1,1,4,4,35,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
706,2,48,2,6560,2,3,3,0,2,1,24,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
707,2,12,0,2969,1,1,4,1,3,1,25,2,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
708,2,9,2,1206,1,4,4,1,4,0,25,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
709,2,9,2,2118,1,2,2,0,2,0,37,1,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
710,0,18,4,629,3,4,4,0,3,1,32,2,3,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
711,1,6,1,1198,1,4,4,1,4,4,35,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
712,0,21,2,2476,0,4,4,0,4,0,46,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
713,1,9,4,1138,1,2,4,0,4,0,25,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
714,2,60,2,14027,1,3,4,0,2,4,27,1,3,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
715,0,30,4,7596,0,4,1,0,4,2,63,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
716,0,30,4,3077,0,4,3,0,2,2,40,2,2,2,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
717,0,18,2,1505,1,2,4,0,2,4,32,1,3,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
718,3,24,4,3148,0,2,3,0,2,2,31,2,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
719,2,20,0,6148,2,4,3,0,4,2,31,2,2,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
720,3,9,0,1337,1,1,4,0,2,2,34,2,3,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
721,2,6,1,433,4,1,4,1,2,1,24,1,2,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
722,1,12,2,1228,1,2,4,1,2,0,24,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
723,2,9,2,790,3,2,4,1,3,0,66,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
724,0,27,2,2570,1,2,3,1,3,0,21,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
725,0,6,4,250,4,2,2,1,2,0,41,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
726,0,15,4,1316,3,2,2,0,2,1,47,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
727,1,18,2,1882,1,2,4,1,4,2,25,2,2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
728,2,48,1,6416,1,4,4,1,3,4,59,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
729,3,24,4,1275,4,2,2,0,4,0,36,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
730,2,24,3,6403,1,1,1,0,2,2,33,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
731,1,24,2,1987,1,2,2,0,4,0,21,1,1,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
732,2,8,2,760,1,3,4,1,2,0,44,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
733,0,24,2,2603,4,2,2,1,4,2,28,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
734,0,4,4,3380,1,3,1,1,1,0,37,1,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
735,2,36,1,3990,0,1,3,1,2,4,29,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
736,2,24,2,11560,1,2,1,1,4,2,23,2,3,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
737,1,18,2,4380,2,2,3,0,4,2,35,1,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
738,0,6,4,6761,1,3,1,0,3,4,45,2,3,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
739,2,30,0,4280,2,2,4,1,4,2,26,2,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
740,1,24,1,2325,2,3,2,0,3,2,32,1,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
741,2,10,1,1048,1,2,4,0,4,0,23,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
742,0,21,2,3160,0,4,4,0,3,1,41,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
743,1,24,1,2483,3,2,4,0,4,0,22,1,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
744,1,39,4,14179,0,3,4,0,4,1,30,2,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
745,1,13,4,1797,1,1,3,0,1,1,28,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
746,1,15,2,2511,1,0,1,1,4,2,23,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
747,1,12,2,1274,1,1,3,1,1,0,37,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
748,0,21,2,5248,0,2,1,0,3,2,26,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
749,0,15,2,3029,1,3,2,0,2,2,33,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
750,1,6,2,428,1,4,2,1,1,1,49,1,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
751,1,18,2,976,1,1,1,1,2,2,23,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
752,2,12,2,841,2,3,2,1,4,0,23,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
753,0,30,4,5771,1,3,4,1,2,2,25,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
754,0,12,3,1555,4,4,4,0,4,4,55,2,2,2,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
755,1,24,2,1285,0,3,4,1,4,4,32,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
756,3,6,4,1299,1,2,1,0,1,0,74,3,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
757,3,15,4,1271,0,2,3,0,4,4,39,2,2,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
758,0,24,2,1393,1,2,2,0,2,0,31,1,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
759,1,12,4,691,1,4,4,0,3,1,35,2,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
760,0,15,4,5045,0,4,1,1,4,2,59,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
761,1,18,4,2124,1,2,4,1,4,0,24,2,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
762,1,12,2,2214,1,2,4,0,3,1,24,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
763,0,21,4,12680,0,4,4,0,4,4,30,1,3,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
764,0,24,4,2463,2,3,4,0,3,1,27,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
765,2,12,2,1155,1,4,3,0,3,0,40,2,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
766,1,30,2,3108,1,1,2,0,4,1,31,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
767,0,10,2,2901,0,1,1,1,4,0,31,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
768,2,12,4,3617,1,4,1,0,4,2,28,3,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
769,0,12,4,1655,1,4,2,0,4,0,63,2,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
770,1,24,2,2812,0,4,2,1,4,0,26,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
771,1,36,4,8065,1,2,3,1,2,4,25,2,3,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
772,0,21,4,3275,1,4,1,0,4,2,36,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
773,0,24,4,2223,2,4,4,0,4,1,52,2,2,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
774,3,12,4,1480,3,0,2,0,4,4,66,3,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
775,1,24,2,1371,0,2,4,1,4,0,25,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
776,0,36,4,3535,1,3,4,0,4,2,37,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
777,1,18,2,3509,1,3,4,1,1,0,25,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
778,0,36,4,5711,4,4,4,0,2,2,38,2,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
779,2,18,2,3872,1,0,2,1,4,2,67,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
780,2,39,4,4933,1,3,2,0,2,0,25,2,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
781,0,24,4,1940,4,4,4,0,4,0,60,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
782,2,12,0,1410,1,2,2,0,2,0,31,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
783,2,12,2,836,2,1,4,1,2,1,23,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
784,2,20,2,6468,0,0,1,0,4,0,60,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
785,2,18,2,1941,4,2,4,0,2,1,35,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
786,0,22,2,2675,3,4,3,0,4,2,40,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
787,0,48,4,2751,0,4,4,0,3,2,38,2,2,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
788,2,48,3,6224,1,4,4,0,4,4,50,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
789,1,40,4,5998,1,2,4,0,3,4,27,1,2,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0
790,2,21,2,1188,1,4,2,1,4,1,39,1,2,2,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
791,0,24,2,6313,0,4,3,0,4,2,41,1,3,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
792,0,6,4,1221,0,2,1,0,2,1,27,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
793,3,24,2,2892,1,4,3,0,4,4,51,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
794,0,24,2,3062,3,4,4,0,3,4,32,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
795,0,9,2,2301,2,1,2,1,4,1,22,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
796,1,18,2,7511,0,4,1,0,4,1,51,1,2,2,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
797,0,12,4,1258,1,1,2,1,4,1,22,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
798,0,24,3,717,0,4,4,0,4,2,54,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
799,2,9,2,1549,0,1,4,0,2,0,35,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
800,0,24,4,1597,1,4,4,0,4,4,54,2,2,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
801,2,18,4,1795,1,4,3,1,4,0,48,2,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
802,1,20,4,4272,1,4,1,1,4,1,24,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
803,0,12,4,976,0,4,4,0,4,2,35,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
804,2,12,2,7472,0,0,1,1,2,0,24,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
805,1,36,2,9271,1,3,2,0,1,2,24,1,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
806,2,6,2,590,1,1,3,0,3,0,26,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
807,0,12,4,930,0,4,4,0,4,0,65,4,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
808,2,42,1,9283,1,0,1,0,2,4,55,1,3,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
809,2,15,0,1778,1,1,2,1,1,0,26,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
810,2,8,2,907,1,1,3,0,2,0,26,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
811,2,6,2,484,1,3,3,0,3,0,28,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
812,1,36,4,9629,1,3,4,0,4,2,24,2,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
813,1,48,2,3051,1,2,3,0,4,2,54,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
814,1,48,2,3931,1,3,4,0,4,4,46,1,2,2,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
815,2,36,3,7432,1,2,2,1,2,1,54,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
816,0,6,2,1338,3,2,1,0,4,0,62,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
817,0,6,4,1554,1,3,1,1,2,2,24,2,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
818,1,36,2,15857,1,0,2,0,3,2,43,1,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
819,1,18,2,1345,1,2,4,0,3,0,26,1,2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
820,0,12,2,1101,1,2,3,0,2,0,27,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
821,3,12,2,3016,1,2,3,0,1,2,24,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
822,1,36,2,2712,1,4,2,0,2,1,41,1,2,2,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
823,1,8,4,731,1,4,4,0,4,0,47,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
824,0,18,4,3780,1,1,3,0,2,2,35,2,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
825,1,21,4,1602,1,4,4,0,3,2,30,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
826,1,18,4,3966,1,4,1,1,4,0,33,3,2,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1
827,0,18,0,4165,1,2,2,0,2,2,36,2,2,2,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
828,1,36,2,8335,0,4,3,0,4,4,47,1,2,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
829,2,48,3,6681,0,2,4,0,4,4,38,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
830,0,24,3,2375,3,2,4,0,2,2,44,2,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
831,1,18,2,1216,1,1,4,1,3,2,23,1,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1
832,1,45,0,11816,1,4,2,0,4,2,29,2,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
833,2,24,2,5084,0,4,2,1,4,2,42,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
834,3,15,2,2327,1,1,2,1,3,0,25,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
835,1,12,0,1082,1,2,4,0,4,2,48,2,2,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
836,0,12,2,886,0,2,4,1,2,2,21,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
837,0,4,2,601,1,1,1,1,3,0,23,1,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
838,1,24,4,2957,1,4,4,0,4,1,63,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
839,0,24,4,2611,1,4,4,0,3,0,46,2,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
840,1,36,2,5179,1,3,4,0,2,1,29,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
841,0,21,3,2993,1,2,3,0,2,0,28,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
842,0,18,2,1943,1,1,4,1,4,0,23,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
843,0,24,1,1559,1,3,4,0,4,2,50,1,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
844,0,18,2,3422,1,4,4,0,4,1,47,3,2,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
845,2,21,2,3976,0,3,2,0,3,2,35,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
846,0,18,2,6761,0,2,2,0,4,2,68,2,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1
847,0,24,2,1249,1,1,4,0,2,0,28,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
848,1,9,2,1364,1,3,3,0,4,0,59,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
849,1,12,2,709,1,4,4,0,4,0,57,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
850,1,20,4,2235,1,2,4,0,2,1,33,2,2,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1
851,0,24,4,4042,0,3,3,0,4,1,43,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
852,0,15,4,1471,1,2,4,0,4,4,35,2,2,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
853,1,18,1,1442,1,3,4,0,4,4,32,2,1,2,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
854,0,36,3,10875,1,4,2,0,2,2,45,2,2,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
855,0,24,2,1474,2,1,4,0,3,0,33,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
856,0,10,2,894,0,3,4,1,3,1,40,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
857,0,15,4,3343,1,2,4,0,2,4,28,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
858,1,15,2,3959,1,2,3,1,2,1,29,1,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0
859,0,9,2,3577,2,2,1,0,2,0,26,1,2,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
860,0,24,4,5804,4,2,4,0,2,0,27,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
861,0,18,3,2169,1,2,4,0,2,2,28,1,2,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
862,1,24,2,2439,1,1,4,1,4,0,35,1,2,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
863,0,27,4,4526,4,1,4,0,2,0,32,2,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
864,0,10,2,2210,1,2,2,0,2,0,25,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
865,0,15,2,2221,3,2,2,1,4,2,20,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
866,1,18,2,2389,1,1,4,1,1,2,27,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
867,0,12,4,3331,1,4,2,0,4,1,42,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
868,0,36,2,7409,0,4,3,0,2,1,37,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
869,1,12,2,652,1,4,4,1,4,1,24,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
870,0,36,3,7678,3,3,2,1,4,2,40,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
871,3,6,4,1343,1,4,1,0,4,0,46,2,2,2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
872,1,24,4,1382,2,3,4,0,1,0,26,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
873,0,15,2,874,0,1,4,1,1,0,24,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
874,1,12,2,3590,1,2,2,0,2,1,29,1,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
875,2,11,4,1322,4,2,4,1,4,2,40,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
876,1,18,1,1940,1,1,3,0,4,4,36,1,3,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
877,0,36,2,3595,1,4,4,0,2,2,28,1,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
878,1,9,2,1422,1,1,3,0,2,4,27,1,3,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0
879,0,30,4,6742,0,3,2,0,3,1,36,2,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
880,0,24,2,7814,1,3,3,0,3,2,38,1,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
881,0,24,2,9277,0,2,2,0,4,4,48,1,2,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
882,2,30,4,2181,0,4,4,0,4,0,36,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
883,0,18,4,1098,1,0,4,1,4,2,65,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
884,2,24,2,4057,1,3,3,0,3,2,43,1,2,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
885,1,12,2,795,1,1,4,1,4,1,53,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
886,2,24,4,2825,0,3,4,0,3,4,34,2,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
887,2,48,2,15672,1,2,2,0,2,2,23,1,2,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
888,0,36,4,6614,1,4,4,0,4,2,34,2,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
889,0,28,1,7824,0,1,3,0,4,0,40,2,2,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
890,1,27,4,2442,1,4,4,0,4,2,43,4,3,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
891,0,15,4,1829,1,4,4,0,4,2,46,2,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
892,1,12,4,2171,1,2,4,0,4,1,38,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
893,2,36,4,5800,1,2,3,0,4,2,34,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
894,0,18,4,1169,0,2,4,0,3,1,29,2,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
895,0,36,3,8947,0,3,3,0,2,2,31,1,3,2,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
896,1,21,2,2606,1,1,4,1,4,1,28,1,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
897,0,12,4,1592,4,3,3,1,2,1,35,1,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
898,0,15,2,2186,0,3,1,1,4,0,33,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
899,1,18,2,4153,1,2,2,0,3,2,42,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
900,1,16,4,2625,1,4,2,0,4,1,43,1,2,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1
901,0,20,4,3485,0,1,2,0,4,0,44,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
902,0,36,4,10477,0,4,2,0,4,4,42,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
903,0,15,2,1386,0,2,4,0,2,0,40,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
904,0,24,2,1278,1,4,4,0,1,0,36,1,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
