,age,education_num,marital_status,race,sex,capital_gain,capital_loss,hours_per_work,label,occupation_blueCollar,occupation_other,occupation_professional,occupation_sales,occupation_whiteCollar
8278,22,6,0,1,0,0,0,30,<=50K,0,0,0,1,0
8279,20,10,0,1,1,0,0,50,<=50K,0,1,0,0,0
8280,27,13,0,1,1,0,0,50,<=50K,1,0,0,0,0
8281,31,4,0,1,1,0,0,40,<=50K,1,0,0,0,0
8282,54,9,1,0,0,0,0,40,<=50K,0,1,0,0,0
8283,38,12,1,1,0,0,0,40,>50K,0,1,0,0,0
8285,51,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8286,54,10,1,1,1,0,0,40,>50K,1,0,0,0,0
8287,54,9,1,1,0,0,0,80,<=50K,0,0,0,0,1
8288,64,9,1,1,1,0,0,39,<=50K,0,1,0,0,0
8291,52,9,1,1,1,0,0,50,<=50K,0,0,0,1,0
8292,34,11,1,1,1,0,0,50,<=50K,1,0,0,0,0
8293,39,8,1,1,1,0,0,50,<=50K,1,0,0,0,0
8294,51,9,1,1,1,0,0,40,>50K,1,0,0,0,0
8295,48,10,1,1,0,0,0,40,>50K,0,1,0,0,0
8296,42,13,1,1,1,0,0,65,<=50K,1,0,0,0,0
8297,38,9,1,1,1,0,0,55,>50K,0,0,0,1,0
8298,40,13,0,1,0,0,0,40,<=50K,0,0,1,0,0
8299,37,12,1,1,1,0,0,45,<=50K,0,0,0,0,1
8300,60,10,1,1,0,0,0,12,<=50K,0,1,0,0,0
8301,60,9,1,1,1,0,0,65,<=50K,1,0,0,0,0
8302,59,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
8303,30,11,0,1,0,0,0,41,<=50K,0,1,0,0,0
8304,47,9,1,0,1,0,0,40,<=50K,0,1,0,0,0
8305,42,13,1,0,1,7298,0,40,>50K,0,1,0,0,0
8306,32,7,1,1,1,0,0,60,<=50K,1,0,0,0,0
8307,23,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8308,27,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8309,55,9,1,0,1,0,0,38,<=50K,0,1,0,0,0
8310,39,11,1,1,0,0,0,50,<=50K,0,1,0,0,0
8311,33,13,1,1,1,0,0,50,<=50K,0,0,0,0,1
8312,30,10,0,1,1,0,0,45,<=50K,1,0,0,0,0
8313,81,9,1,0,1,0,0,20,<=50K,1,0,0,0,0
8314,41,11,1,1,0,3887,0,40,<=50K,0,0,1,0,0
8315,38,7,1,1,1,0,0,40,<=50K,1,0,0,0,0
8316,54,13,1,1,0,8614,0,40,>50K,0,0,0,1,0
8317,38,9,1,1,1,0,0,41,>50K,1,0,0,0,0
8318,22,9,0,1,1,0,0,35,<=50K,0,0,1,0,0
8319,44,10,1,1,1,0,0,55,>50K,0,0,0,1,0
8320,36,10,0,1,1,0,0,38,<=50K,1,0,0,0,0
8321,32,16,1,1,1,0,0,35,>50K,0,0,1,0,0
8322,22,10,0,1,0,0,0,40,<=50K,0,1,0,0,0
8323,45,13,0,1,1,0,0,40,<=50K,0,0,1,0,0
8324,32,7,1,1,1,0,0,80,<=50K,1,0,0,0,0
8325,30,9,0,0,1,0,0,40,<=50K,0,1,0,0,0
8326,34,10,1,1,1,0,0,32,<=50K,1,0,0,0,0
8327,36,14,1,0,1,0,0,40,<=50K,0,0,1,0,0
8328,21,9,1,1,0,0,0,40,<=50K,1,0,0,0,0
8329,40,14,1,1,1,0,0,60,<=50K,0,0,0,1,0
8330,42,9,0,1,0,0,0,35,<=50K,0,1,0,0,0
8331,52,14,1,1,1,15024,0,50,>50K,0,0,0,0,1
8332,50,11,1,0,1,0,0,38,>50K,0,0,1,0,0
8333,48,13,1,1,1,0,0,40,>50K,0,0,1,0,0
8334,63,11,1,0,1,0,1408,40,<=50K,0,0,0,0,1
8335,27,9,0,1,0,0,0,30,<=50K,0,1,0,0,0
8336,31,7,0,1,1,0,0,40,<=50K,1,0,0,0,0
8338,45,10,1,1,1,0,0,60,>50K,1,0,0,0,0
8339,35,11,1,1,1,0,0,52,>50K,0,1,0,0,0
8340,54,10,1,0,0,0,0,40,<=50K,1,0,0,0,0
8342,51,9,1,1,1,15024,0,40,>50K,1,0,0,0,0
8343,71,3,1,1,1,0,0,40,<=50K,0,0,0,0,1
8344,50,10,1,1,1,0,0,40,>50K,1,0,0,0,0
8345,36,9,1,1,1,0,0,45,<=50K,1,0,0,0,0
8347,38,10,1,1,1,1506,0,50,<=50K,0,0,0,1,0
8348,29,13,0,1,1,10520,0,50,>50K,0,0,1,0,0
8349,59,4,1,1,1,0,0,40,<=50K,0,0,0,0,1
8350,27,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
8351,42,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8352,31,13,0,0,0,0,0,40,<=50K,0,1,0,0,0
8353,44,10,1,1,1,0,1485,40,>50K,0,1,0,0,0
8354,47,14,1,1,1,0,0,45,<=50K,0,0,1,0,0
8355,23,10,0,1,1,0,0,15,<=50K,1,0,0,0,0
8356,24,9,0,1,1,0,0,35,<=50K,0,1,0,0,0
8357,46,16,1,1,1,0,0,55,>50K,0,0,1,0,0
8358,35,10,1,0,1,0,0,40,<=50K,0,0,1,0,0
8359,36,10,1,0,0,0,0,42,<=50K,0,1,0,0,0
8360,37,11,1,1,1,0,0,50,<=50K,1,0,0,0,0
8361,20,10,0,1,0,0,0,10,<=50K,0,0,0,1,0
8362,59,13,1,1,0,4650,0,37,<=50K,0,0,1,0,0
8363,17,7,0,1,1,0,0,15,<=50K,0,1,0,0,0
8364,36,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8365,57,9,1,1,1,0,0,40,>50K,1,0,0,0,0
8366,28,9,1,1,1,99999,0,40,>50K,1,0,0,0,0
8367,43,10,1,1,0,0,0,50,<=50K,1,0,0,0,0
8369,50,9,1,1,1,4386,0,40,>50K,0,0,0,0,1
8370,69,9,1,1,1,3456,0,30,<=50K,1,0,0,0,0
8371,57,3,1,1,0,0,0,40,<=50K,1,0,0,0,0
8372,49,9,1,1,1,0,0,40,>50K,0,1,0,0,0
8373,48,10,1,1,1,0,0,45,<=50K,0,0,0,0,1
8374,61,2,1,1,1,0,0,60,>50K,1,0,0,0,0
8375,51,4,1,0,1,0,0,40,<=50K,0,1,0,0,0
8376,41,11,1,1,1,0,0,40,>50K,0,1,0,0,0
8378,40,13,1,1,0,0,0,38,<=50K,1,0,0,0,0
8379,36,13,1,1,0,0,0,40,<=50K,0,1,0,0,0
8380,17,8,0,1,1,0,0,20,<=50K,0,1,0,0,0
8381,50,15,0,0,0,0,1590,25,<=50K,0,0,1,0,0
8382,24,11,0,1,0,0,0,40,<=50K,0,1,0,0,0
8384,29,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
8385,20,10,0,1,0,0,0,25,<=50K,0,1,0,0,0
8386,36,10,0,1,0,0,0,50,<=50K,0,0,0,0,1
8387,35,13,1,1,1,0,0,37,<=50K,0,0,0,1,0
8388,34,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8389,18,7,0,1,0,0,0,20,<=50K,0,0,0,1,0
8390,40,10,1,1,1,0,0,40,<=50K,0,0,1,0,0
8391,51,9,1,1,0,0,0,40,<=50K,0,0,0,1,0
8392,29,14,0,1,0,0,0,50,>50K,0,0,0,0,1
8393,24,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
8394,50,12,1,1,1,0,0,50,<=50K,1,0,0,0,0
8395,38,11,1,1,0,3908,0,50,<=50K,0,0,1,0,0
8396,28,13,0,1,1,0,0,45,<=50K,0,1,0,0,0
8397,57,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
8398,49,10,1,1,1,0,0,40,>50K,0,0,1,0,0
8399,46,10,1,1,1,0,0,45,>50K,1,0,0,0,0
8400,47,16,1,1,1,0,0,50,<=50K,0,0,1,0,0
8401,22,6,0,1,0,0,0,35,<=50K,0,1,0,0,0
8402,37,6,1,1,1,0,0,40,<=50K,1,0,0,0,0
8403,39,9,0,1,0,0,0,35,<=50K,1,0,0,0,0
8404,24,13,1,1,1,0,0,20,<=50K,0,0,1,0,0
8405,31,9,0,0,1,0,0,30,<=50K,1,0,0,0,0
8406,20,10,0,1,0,0,0,37,<=50K,0,1,0,0,0
8407,36,10,1,1,1,0,0,40,>50K,1,0,0,0,0
8408,29,11,1,1,1,0,0,40,<=50K,0,0,1,0,0
8409,42,14,1,1,1,0,0,55,>50K,0,0,1,0,0
8410,67,11,1,1,1,0,0,18,<=50K,0,1,0,0,0
8411,47,14,1,1,1,0,0,40,>50K,0,0,1,0,0
8412,35,13,1,1,1,0,0,60,>50K,0,0,0,0,1
8413,42,13,1,0,1,0,0,35,<=50K,0,1,0,0,0
8414,32,10,0,0,0,0,0,40,<=50K,0,1,0,0,0
8415,44,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8416,42,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
8417,17,7,0,1,0,0,0,12,<=50K,0,1,0,0,0
8418,50,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8419,46,13,0,0,1,0,0,23,<=50K,0,0,1,0,0
8420,39,9,1,1,1,0,0,60,>50K,1,0,0,0,0
8421,25,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8422,19,10,0,1,0,0,0,20,<=50K,0,0,0,1,0
8423,46,7,1,1,1,0,0,40,<=50K,1,0,0,0,0
8424,37,13,1,1,0,7688,0,40,>50K,0,0,1,0,0
8425,24,9,0,1,1,0,0,40,<=50K,0,0,0,1,0
8426,45,13,1,1,1,0,0,40,<=50K,0,0,0,1,0
8427,90,14,1,1,1,0,0,99,<=50K,0,0,1,0,0
8428,45,13,1,0,1,0,0,40,<=50K,1,0,0,0,0
8429,41,10,1,1,1,0,1902,72,>50K,0,1,0,0,0
8430,29,9,1,1,1,0,0,35,<=50K,0,1,0,0,0
8431,53,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
8433,45,13,1,1,1,0,0,60,>50K,0,0,0,1,0
8434,38,12,1,1,1,0,0,21,>50K,0,1,0,0,0
8435,43,12,1,1,1,0,2002,44,<=50K,0,0,0,0,1
8436,53,13,1,0,1,0,0,40,>50K,0,0,1,0,0
8437,22,10,0,1,1,0,0,50,<=50K,1,0,0,0,0
8438,44,11,1,1,1,0,0,50,<=50K,0,0,0,0,1
8439,40,13,1,1,1,0,1977,60,>50K,0,0,0,0,1
8440,67,10,1,1,0,0,0,40,<=50K,0,0,0,0,1
8441,58,14,1,1,1,0,0,35,>50K,0,0,1,0,0
8442,23,13,0,1,0,0,0,38,<=50K,0,1,0,0,0
8443,31,11,1,1,1,0,0,40,<=50K,1,0,0,0,0
8444,28,9,0,1,0,0,0,70,<=50K,0,0,0,0,1
8445,52,7,1,1,1,0,0,40,<=50K,1,0,0,0,0
8446,23,9,0,1,0,0,0,40,<=50K,1,0,0,0,0
8447,21,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
8448,28,13,1,1,1,0,1902,57,>50K,0,0,0,0,1
8449,43,14,1,0,1,0,0,35,>50K,0,0,1,0,0
8450,36,13,0,0,0,0,0,30,<=50K,0,0,1,0,0
8451,27,13,1,1,1,0,0,40,<=50K,1,0,0,0,0
8452,56,9,1,1,1,0,0,40,>50K,1,0,0,0,0
8453,31,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
8454,39,14,0,1,0,0,0,40,<=50K,0,1,0,0,0
8455,22,10,0,0,0,0,0,40,<=50K,0,1,0,0,0
8456,37,13,0,1,1,0,0,39,<=50K,0,1,0,0,0
8457,29,9,1,1,1,0,0,40,>50K,1,0,0,0,0
8458,58,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8459,43,9,1,0,1,0,0,40,<=50K,1,0,0,0,0
8460,21,10,1,1,0,0,0,30,<=50K,0,1,0,0,0
8461,34,13,1,1,0,0,0,50,>50K,0,0,1,0,0
8462,56,9,1,0,0,0,0,40,<=50K,1,0,0,0,0
8463,43,9,1,1,1,0,1887,80,>50K,0,1,0,0,0
8464,44,10,1,1,1,0,0,45,<=50K,1,0,0,0,0
8465,45,12,1,0,0,0,0,40,<=50K,0,1,0,0,0
8466,33,9,1,1,1,0,0,40,<=50K,0,0,0,1,0
8467,40,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
8468,66,10,1,1,0,0,0,20,<=50K,0,1,0,0,0
8469,27,4,0,1,0,0,0,30,<=50K,0,1,0,0,0
8470,65,2,1,1,1,0,0,35,<=50K,0,1,0,0,0
8471,20,9,0,1,0,0,0,32,<=50K,0,1,0,0,0
8472,18,7,0,1,0,0,0,20,<=50K,0,1,0,0,0
8473,45,13,1,1,0,0,0,38,<=50K,0,0,1,0,0
8474,55,9,1,1,0,0,0,60,<=50K,0,0,0,1,0
8475,43,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8476,21,10,0,0,0,0,0,35,<=50K,0,0,0,1,0
8477,28,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
8478,23,12,0,1,1,0,0,40,<=50K,1,0,0,0,0
8479,28,13,1,1,1,0,0,40,<=50K,0,0,1,0,0
8480,21,9,1,1,0,0,0,43,>50K,0,1,0,0,0
8481,23,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8482,63,9,1,1,1,0,0,40,<=50K,0,0,0,0,1
8483,60,10,1,1,1,0,0,40,>50K,1,0,0,0,0
8484,32,10,0,1,0,3674,0,40,<=50K,0,1,0,0,0
8485,33,9,0,0,0,0,0,40,<=50K,0,1,0,0,0
8486,30,8,1,1,1,3908,0,40,<=50K,1,0,0,0,0
8487,68,9,1,1,1,0,0,25,<=50K,1,0,0,0,0
8488,53,12,1,1,1,0,0,45,>50K,0,1,0,0,0
8489,36,10,1,1,0,0,1848,40,>50K,0,1,0,0,0
8490,23,13,0,1,1,0,0,50,<=50K,0,0,0,0,1
8491,26,9,0,0,1,0,0,40,<=50K,1,0,0,0,0
8492,42,13,0,1,1,0,1876,38,<=50K,0,0,1,0,0
8493,20,9,0,1,1,0,0,40,<=50K,0,0,0,1,0
8494,53,9,1,1,0,0,0,45,<=50K,0,1,0,0,0
8495,36,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
8496,47,10,1,0,1,0,0,40,<=50K,0,0,1,0,0
8497,35,12,1,0,1,0,0,40,<=50K,0,1,0,0,0
8498,32,13,0,0,0,0,0,40,<=50K,0,0,1,0,0
8499,41,15,1,1,1,0,0,45,>50K,0,0,1,0,0
8500,22,9,0,1,0,0,0,48,<=50K,0,0,0,0,1
8501,28,9,1,1,1,0,1848,40,>50K,1,0,0,0,0
8502,42,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8503,51,10,1,1,1,0,0,50,>50K,0,0,0,1,0
8504,33,13,1,1,1,0,0,45,>50K,0,0,0,0,1
8505,22,10,1,1,1,0,0,45,<=50K,0,0,0,1,0
8506,60,9,1,1,0,0,0,33,<=50K,0,0,0,1,0
8507,50,14,1,1,1,0,0,60,>50K,0,0,0,0,1
8508,58,9,1,1,1,3137,0,16,<=50K,1,0,0,0,0
8509,22,10,0,1,1,0,0,60,<=50K,0,1,0,0,0
8510,47,14,1,1,1,0,0,45,>50K,0,0,1,0,0
8511,28,13,0,1,1,0,1974,50,<=50K,0,0,0,1,0
8512,38,16,1,1,1,0,0,60,>50K,0,0,0,0,1
8513,67,13,1,1,1,4931,0,30,<=50K,0,0,1,0,0
8514,76,13,1,1,1,6514,0,40,>50K,1,0,0,0,0
8515,41,14,1,1,1,0,0,55,>50K,0,0,1,0,0
8516,57,14,1,1,1,0,0,50,>50K,0,0,0,0,1
8517,22,10,0,1,1,0,0,40,<=50K,0,0,1,0,0
8518,38,13,1,1,1,0,0,45,<=50K,0,0,1,0,0
8519,30,12,1,0,0,0,1977,40,>50K,0,0,0,0,1
8520,30,13,1,1,1,0,0,40,>50K,1,0,0,0,0
8521,27,9,0,1,0,2202,0,40,<=50K,0,1,0,0,0
8522,22,9,0,1,1,0,0,20,<=50K,1,0,0,0,0
8523,40,7,1,1,1,15024,0,20,>50K,0,0,0,0,1
8524,73,13,1,1,0,0,0,12,<=50K,1,0,0,0,0
8525,23,13,1,1,1,2407,0,6,<=50K,0,0,1,0,0
8526,51,13,1,1,1,0,1902,60,>50K,0,0,0,0,1
8527,29,9,1,1,0,0,0,40,<=50K,0,1,0,0,0
8528,46,14,0,1,1,0,0,40,<=50K,0,0,0,0,1
8529,29,9,0,0,0,0,0,16,<=50K,0,0,0,0,1
8530,34,13,0,1,0,0,0,35,<=50K,0,0,0,1,0
8531,38,14,0,1,0,0,0,48,<=50K,0,0,1,0,0
8532,62,16,0,1,1,0,0,50,>50K,0,0,0,0,1
8533,30,9,1,1,0,0,0,50,<=50K,0,1,0,0,0
8534,20,10,0,1,1,0,0,40,<=50K,0,1,0,0,0
8535,40,7,1,0,0,0,0,36,<=50K,0,1,0,0,0
8536,37,9,1,1,1,0,1980,35,<=50K,0,1,0,0,0
8537,56,4,1,1,1,0,0,40,<=50K,1,0,0,0,0
8538,63,10,1,1,1,0,0,50,<=50K,0,0,1,0,0
8539,25,9,0,1,1,0,0,40,<=50K,0,1,0,0,0
8540,40,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8541,53,6,1,1,1,0,0,40,<=50K,1,0,0,0,0
8542,23,13,0,0,0,0,0,40,<=50K,0,0,0,0,1
8543,32,6,0,0,0,0,0,40,<=50K,1,0,0,0,0
8544,33,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
8545,50,9,0,1,0,0,0,40,<=50K,0,1,0,0,0
8546,37,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
8547,29,13,1,1,1,2463,0,15,<=50K,0,0,1,0,0
8548,28,10,0,0,0,0,0,40,<=50K,0,1,0,0,0
8549,46,10,1,1,1,0,0,40,>50K,1,0,0,0,0
8550,42,9,1,1,1,5178,0,40,>50K,1,0,0,0,0
8551,21,5,0,1,1,0,0,30,<=50K,0,0,0,1,0
8552,24,12,0,1,1,0,0,30,<=50K,0,1,0,0,0
8553,53,5,1,1,1,0,0,50,<=50K,1,0,0,0,0
8554,54,9,1,1,1,0,0,45,<=50K,1,0,0,0,0
8555,36,11,1,1,0,0,0,40,<=50K,0,0,0,1,0
8556,52,9,1,0,1,5013,0,40,<=50K,1,0,0,0,0
8557,71,9,1,1,0,0,0,25,<=50K,0,1,0,0,0
8558,36,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8559,52,4,1,1,1,0,0,40,<=50K,1,0,0,0,0
8560,38,9,1,1,1,0,0,48,<=50K,0,1,0,0,0
8561,56,13,1,1,1,0,0,40,<=50K,0,0,0,0,1
8562,52,9,1,1,1,0,0,40,>50K,0,0,0,1,0
8563,55,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
8564,31,13,1,1,1,0,0,45,<=50K,1,0,0,0,0
8565,51,9,1,1,1,0,0,65,<=50K,1,0,0,0,0
8566,23,13,0,1,0,0,0,50,<=50K,0,1,0,0,0
8567,40,12,1,1,0,0,0,40,<=50K,0,1,0,0,0
8568,20,10,0,1,1,0,0,28,<=50K,0,1,0,0,0
8569,36,10,1,1,1,0,0,40,<=50K,0,1,0,0,0
8570,22,13,0,1,1,0,0,35,<=50K,0,1,0,0,0
8571,49,13,1,1,1,0,0,55,>50K,0,0,0,1,0
8572,35,13,1,1,1,15024,0,55,>50K,0,0,0,0,1
8573,31,13,1,1,1,0,0,40,<=50K,0,0,0,0,1
8574,43,9,0,1,1,0,0,20,<=50K,1,0,0,0,0
8575,48,10,1,1,1,0,2002,70,<=50K,1,0,0,0,0
8576,53,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
8577,26,9,0,0,1,0,1380,40,<=50K,0,1,0,0,0
8578,35,10,1,1,1,5013,0,40,<=50K,0,1,0,0,0
8579,37,10,0,0,0,0,0,40,<=50K,0,1,0,0,0
8580,55,9,1,1,1,0,0,15,<=50K,1,0,0,0,0
8581,27,9,0,1,1,0,0,45,<=50K,0,1,0,0,0
8582,47,9,0,1,1,0,0,45,<=50K,1,0,0,0,0
8583,44,13,1,1,1,0,0,40,>50K,0,0,0,0,1
8585,24,9,1,1,1,0,0,45,<=50K,0,0,0,1,0
8586,23,12,0,1,0,0,0,70,<=50K,0,1,0,0,0
8587,37,9,0,1,0,0,0,32,<=50K,0,1,0,0,0
8588,32,9,1,1,1,0,0,60,<=50K,1,0,0,0,0
8589,43,14,1,1,0,0,0,38,>50K,0,0,0,0,1
8590,30,13,0,1,0,3325,0,40,<=50K,0,1,0,0,0
8591,36,13,1,0,0,0,0,40,>50K,0,0,0,0,1
8592,21,10,1,1,0,0,0,40,<=50K,0,0,0,1,0
8593,40,9,1,1,0,0,0,32,<=50K,0,1,0,0,0
8594,52,9,1,1,0,0,0,38,<=50K,0,1,0,0,0
8595,40,13,1,1,1,0,0,40,>50K,0,0,0,1,0
8596,54,14,1,1,1,0,1902,60,>50K,0,0,1,0,0
8597,45,13,1,1,1,0,0,50,<=50K,0,0,0,1,0
8598,28,13,1,1,1,0,1974,50,<=50K,0,1,0,0,0
8600,31,9,1,1,1,0,0,40,>50K,1,0,0,0,0
8601,42,13,1,1,0,0,1564,60,>50K,0,1,0,0,0
8602,24,11,1,1,0,0,0,40,<=50K,0,1,0,0,0
8603,45,14,1,1,1,0,0,40,>50K,0,0,1,0,0
8604,51,16,1,1,0,0,0,45,>50K,0,0,1,0,0
8605,29,13,0,1,1,0,0,40,>50K,0,0,0,1,0
8606,35,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
8607,24,3,0,1,1,0,0,40,<=50K,1,0,0,0,0
8608,34,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
8609,29,9,0,1,0,0,0,20,<=50K,0,1,0,0,0
8610,42,13,1,1,1,0,0,40,>50K,0,0,1,0,0
8612,33,13,0,1,0,0,0,55,>50K,0,0,0,0,1
8613,32,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
8614,34,14,1,1,0,15024,0,45,>50K,0,0,0,0,1
8615,27,9,1,1,1,2580,0,40,<=50K,1,0,0,0,0
8616,36,9,1,1,0,7298,0,35,>50K,0,0,0,1,0
8617,39,10,1,1,1,0,0,48,<=50K,0,1,0,0,0
8618,33,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8619,48,9,1,1,0,0,0,35,<=50K,0,1,0,0,0
8620,27,10,1,1,1,0,0,40,<=50K,1,0,0,0,0
8622,28,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
8623,17,7,0,1,0,0,0,16,<=50K,0,1,0,0,0
8624,38,9,1,1,1,0,0,44,<=50K,1,0,0,0,0
8625,28,9,1,1,1,2105,0,40,<=50K,1,0,0,0,0
8627,41,9,0,1,1,0,1980,40,<=50K,1,0,0,0,0
8628,42,5,0,1,0,0,0,40,<=50K,1,0,0,0,0
8629,36,4,0,1,1,0,0,60,<=50K,1,0,0,0,0
8630,37,14,1,1,1,0,0,40,>50K,0,0,1,0,0
8631,38,13,1,1,1,0,0,40,>50K,0,0,1,0,0
8632,55,10,1,1,1,0,0,40,<=50K,0,0,1,0,0
8634,36,10,1,0,0,0,0,40,>50K,0,0,1,0,0
8636,52,13,1,1,0,0,0,45,<=50K,0,1,0,0,0
8637,20,9,0,1,0,0,0,20,<=50K,1,0,0,0,0
8638,43,10,1,1,1,0,0,40,>50K,1,0,0,0,0
8639,35,9,0,0,0,0,0,40,<=50K,1,0,0,0,0
8640,61,3,1,1,0,0,0,37,<=50K,1,0,0,0,0
8641,30,12,1,1,1,0,0,60,<=50K,0,0,1,0,0
8642,38,13,1,1,1,0,0,40,>50K,0,0,1,0,0
8643,31,10,0,1,1,0,0,40,<=50K,0,1,0,0,0
8644,21,10,0,1,1,0,0,40,<=50K,0,1,0,0,0
8645,28,9,1,0,1,0,0,40,<=50K,0,1,0,0,0
8646,57,11,1,1,0,0,0,50,<=50K,0,0,0,0,1
8647,19,9,0,1,1,0,0,40,<=50K,0,0,0,0,1
8649,34,13,1,1,1,4508,0,35,<=50K,0,0,0,1,0
8650,42,11,1,1,1,0,0,52,<=50K,1,0,0,0,0
8651,36,9,1,1,1,0,0,40,>50K,1,0,0,0,0
8652,33,13,0,0,1,0,0,40,<=50K,0,1,0,0,0
8653,32,15,1,1,1,0,0,40,>50K,0,0,1,0,0
8654,41,16,1,1,1,99999,0,60,>50K,0,0,0,0,1
8655,23,13,0,1,0,0,0,40,<=50K,0,1,0,0,0
8656,31,11,1,1,1,0,0,40,<=50K,1,0,0,0,0
8657,38,6,0,1,1,0,0,40,<=50K,0,1,0,0,0
8658,51,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8659,36,9,0,1,0,0,0,40,<=50K,0,0,1,0,0
8661,57,10,1,1,0,0,0,40,<=50K,0,1,0,0,0
8662,20,9,0,1,0,0,0,55,<=50K,1,0,0,0,0
8663,66,13,1,1,1,0,0,40,>50K,0,0,0,1,0
8664,22,9,0,1,0,0,0,40,<=50K,1,0,0,0,0
8665,46,6,1,1,1,0,0,99,>50K,1,0,0,0,0
8666,38,14,1,1,1,7298,0,50,>50K,0,0,1,0,0
8668,43,14,1,0,1,0,0,60,>50K,0,0,0,0,1
8669,37,9,1,0,0,0,0,35,<=50K,0,1,0,0,0
8670,22,13,0,1,1,0,0,20,<=50K,0,0,0,0,1
8671,58,9,1,1,0,0,0,23,<=50K,0,0,0,1,0
8672,43,9,1,0,1,0,0,40,<=50K,1,0,0,0,0
8673,55,14,1,1,0,0,0,38,<=50K,0,0,1,0,0
8674,45,9,1,1,1,0,0,40,<=50K,0,0,0,0,1
8675,48,13,1,1,1,0,0,55,>50K,0,0,0,0,1
8676,36,13,1,1,1,4386,0,50,>50K,0,0,0,0,1
8677,73,4,0,1,0,0,0,99,<=50K,0,1,0,0,0
8678,29,9,1,1,1,0,0,40,<=50K,0,1,0,0,0
8679,36,9,1,1,1,0,0,50,>50K,0,0,0,0,1
8680,57,13,1,1,1,0,0,50,>50K,0,0,1,0,0
8682,32,11,1,1,1,0,1590,40,<=50K,0,1,0,0,0
8683,34,13,0,1,1,0,0,40,>50K,0,0,0,0,1
8684,20,12,0,1,0,0,0,20,<=50K,0,1,0,0,0
8685,51,9,1,1,0,0,0,40,<=50K,0,0,0,1,0
8686,51,10,1,1,1,0,2002,40,<=50K,0,0,0,0,1
8687,45,10,1,0,1,0,0,48,<=50K,0,0,0,0,1
8688,68,9,1,1,0,0,0,35,<=50K,1,0,0,0,0
8689,73,10,1,1,1,0,0,40,<=50K,0,1,0,0,0
8690,18,4,0,0,1,0,0,20,<=50K,0,1,0,0,0
8691,35,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8692,58,9,1,1,0,0,0,40,>50K,0,1,0,0,0
8693,38,9,0,1,1,0,0,55,<=50K,1,0,0,0,0
8695,31,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8696,18,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
8697,35,10,0,1,0,0,0,32,<=50K,0,1,0,0,0
8698,51,14,1,0,0,0,0,18,>50K,0,1,0,0,0
8700,51,13,0,1,0,0,0,55,<=50K,0,0,1,0,0
8701,28,9,0,1,1,0,0,40,<=50K,1,0,0,0,0
8703,32,13,0,1,1,0,0,40,>50K,0,0,0,0,1
8704,50,11,1,1,1,0,0,40,>50K,0,1,0,0,0
8705,47,13,1,0,1,0,1887,40,>50K,0,0,0,0,1
8706,54,9,1,0,1,0,0,38,<=50K,0,1,0,0,0
8707,41,11,0,1,1,0,0,45,<=50K,0,1,0,0,0
8708,29,9,1,1,1,0,0,40,<=50K,1,0,0,0,0
8709,52,6,1,0,0,0,0,40,<=50K,0,0,0,0,1
8711,33,14,1,1,1,0,0,60,>50K,0,0,0,0,1
8712,37,9,1,1,1,0,0,55,<=50K,1,0,0,0,0
